syslinux-efi	3:6.04~git20190206.bf6db5b4+dfsg1-3.2ubuntu1
sysstat	12.7.7-0ubuntu2
systemd	259.5-0ubuntu3.4
systemd-container	259.5-0ubuntu3.4
systemd-cryptsetup	259.5-0ubuntu3.4
systemd-hwe-hwdb	259.5.3ubuntu
systemd-resolved	259.5-0ubuntu3.4
systemd-sysv	259.5-0ubuntu3.4
sysvinit-utils	3.15-5ubuntu1
tar	1.35+dfsg-4ubuntu0.4
tcl	8.6.16build1
tcl8.6	8.6.17+dfsg-1build1
tcpdump	4.99.6-1
tdb-tools	2:1.4.14+samba4.23.6+dfsg-1ubuntu2.2
tftpd-hpa	5.3+20251209-2
thermald	2.5.11-0ubuntu1
thin-provisioning-tools	1.1.0-4ubuntu2
tmux	3.6a-2ubuntu0.1
tree	2.3.1-1
tzdata	2026c-0ubuntu0.26.04.1
ubuntu-drivers-common	1:0.10.9
ubuntu-helper-virt-hwe	1:10.2.1+ds-1ubuntu4.3
ubuntu-kernel-accessories	1.570.2
ubuntu-keyring	2023.11.28.1build1
ubuntu-release-upgrader-core	1:26.04.22
ubuntu-server-minimal	1.570.2
ubuntu-virt	1:10.2.1+ds-1ubuntu3.2
ucf	3.0052ubuntu1
udev	259.5-0ubuntu3.4
udisks2	2.10.91-1ubuntu2
ufw	0.36.2-9build1
unattended-upgrades	2.12ubuntu9
unminimize	0.5build1
unzip	6.0-29ubuntu1
upower	1.91.1-1
usb-modeswitch	2.6.2-1ubuntu1
usb-modeswitch-data	20191128-7build1
usb.ids	2025.12.13-1
usbmuxd	1.1.1-7
usbutils	1:019-1
user-session-migration	0.5.1
util-linux	2.41.3-3ubuntu2
util-linux-extra	2.41.3-3ubuntu2
uuid-dev:amd64	2.41.3-3ubuntu2
virgl-server	1.2.0-2ubuntu2
wamerican	2020.12.07-4build1
wget	1.25.0-2ubuntu4.3
whois	5.6.6
wimtools	1.14.5-1
winbind	2:4.23.6+dfsg-1ubuntu2.2
wireless-regdb	2026.02.04-0ubuntu1
wpasupplicant	2:2.11-0ubuntu5
x11-common	1:7.7+26ubuntu1
x11-utils	7.7+7build1
x11proto-dev	2025.1-1
xauth	1:1.1.2-1.1build1
xdg-user-dirs	0.19-1
xfsprogs	6.18.0-3
xkb-data	2.46-2
xml-core	0.19build1
xorg-sgml-doctools	1:1.11-1.1build1
xorriso	1:1.5.6-1.1ubuntu4
xtrans-dev	1.6.0-1build1
xxd	2:9.1.2141-1ubuntu4.7
xz-utils	5.8.3-1
zlib1g:amd64	1:1.3.dfsg+really1.3.1-1ubuntu3
zlib1g-dev:amd64	1:1.3.dfsg+really1.3.1-1ubuntu3
zstd	1.5.7+dfsg-3
